country,year,primary,lower_sec,upper_sec,college
Taiwan Province of China,1950,57.8600,17.7500,10.3000,2.2300
Taiwan Province of China,1955,69.5500,23.8800,14.0800,3.0800
Taiwan Province of China,1960,74.3200,25.1100,15.2700,3.2800
Taiwan Province of China,1965,85.4600,36.8200,22.5800,4.8700
Taiwan Province of China,1970,92.7700,49.0900,33.0400,7.6500
Taiwan Province of China,1975,96.2100,61.9800,43.7700,9.3600
Taiwan Province of China,1980,98.4800,83.3000,54.6200,10.8300
Taiwan Province of China,1985,99.5300,93.0100,65.6700,13.7600
Taiwan Province of China,1990,99.7600,97.0400,77.9600,17.9700
Taiwan Province of China,1995,99.8100,98.1900,84.3000,22.6600
Taiwan Province of China,2000,99.8400,98.5100,87.6700,25.9000
Taiwan Province of China,2005,99.9200,99.0900,91.2500,29.0500
Taiwan Province of China,2010,99.9600,99.5700,94.1400,31.7300
Taiwan Province of China,2015,99.9700,99.6500,95.6600,36.6000
Taiwan Province of China,2020,136.1400,135.9400,133.1300,72.6000
Taiwan Province of China,2025,137.1600,136.9200,134.6900,75.0900
Tajikistan,1950,81.3300,39.3500,14.6800,5.6600
Tajikistan,1955,88.3100,55.2900,25.4800,9.7100
Tajikistan,1960,93.0600,70.5700,39.2200,14.8800
Tajikistan,1965,95.8900,81.6600,52.5100,19.3900
Tajikistan,1970,97.7000,89.6800,64.3200,24.6700
Tajikistan,1975,98.7100,94.2800,73.5300,26.5300
Tajikistan,1980,99.0200,95.5900,77.9000,25.7100
Tajikistan,1985,99.1000,96.1500,80.3000,24.9100
Tajikistan,1990,99.1500,96.2700,80.5800,23.5300
Tajikistan,1995,99.1600,96.3800,80.5200,21.8100
Tajikistan,2000,99.0900,95.9600,76.1900,19.9700
Tajikistan,2005,98.6400,96.4000,77.8200,21.1200
Tajikistan,2010,98.8500,94.3800,75.5700,21.1800
Tajikistan,2015,96.9300,95.7900,79.5900,24.2700
Tajikistan,2020,99.9800,99.2900,84.8700,25.4400
Tajikistan,2025,99.9500,99.3500,86.7700,26.9400
Thailand,1950,66.8400,6.5900,2.8400,0.9000
Thailand,1955,75.5300,8.1400,3.8900,1.2500
Thailand,1960,82.5400,10.2700,5.3600,1.7400
Thailand,1965,87.8200,13.2300,7.4100,2.4000
Thailand,1970,94.2400,19.1500,12.2100,3.5300
Thailand,1975,95.1600,23.8400,15.7300,4.7600
Thailand,1980,95.7500,32.0200,21.2200,6.3400
Thailand,1985,96.9400,39.0200,25.7900,7.4000
Thailand,1990,96.9700,44.9300,28.8600,7.7600
Thailand,1995,92.3500,54.8800,34.8200,9.8000
Thailand,2000,93.2700,68.3000,44.6200,13.1500
Thailand,2005,95.1000,77.6200,53.5500,16.1600
Thailand,2010,95.0000,81.3200,57.9500,17.4900
Thailand,2015,97.3300,89.4800,66.8500,22.8800
Thailand,2020,97.9500,92.8800,71.9300,23.9200
Thailand,2025,98.2400,94.8500,75.4000,26.1400
The former Yugoslav Republic of Macedonia,1950,24.9900,11.5100,8.2200,0.7500
The former Yugoslav Republic of Macedonia,1955,38.9400,21.5000,15.6800,1.4900
The former Yugoslav Republic of Macedonia,1960,54.4200,34.5600,25.4100,2.3300
The former Yugoslav Republic of Macedonia,1965,68.8200,48.5000,36.1800,3.6200
The former Yugoslav Republic of Macedonia,1970,80.8100,62.5000,47.0700,4.6500
The former Yugoslav Republic of Macedonia,1975,86.5000,72.7900,50.0300,4.0800
The former Yugoslav Republic of Macedonia,1980,90.5100,80.9400,54.7900,4.0500
The former Yugoslav Republic of Macedonia,1985,92.9900,86.4700,60.7900,3.9700
The former Yugoslav Republic of Macedonia,1990,93.7900,89.4200,60.1200,3.4200
The former Yugoslav Republic of Macedonia,1995,94.5700,91.3700,58.1800,3.6400
The former Yugoslav Republic of Macedonia,2000,95.5500,92.9100,67.5700,4.4500
The former Yugoslav Republic of Macedonia,2005,96.5900,94.2600,78.5700,17.3200
The former Yugoslav Republic of Macedonia,2010,96.6200,94.7300,81.8700,6.2000
The former Yugoslav Republic of Macedonia,2015,97.4900,96.0200,86.1000,6.9200
The former Yugoslav Republic of Macedonia,2020,98.0300,96.8900,89.1200,6.7100
The former Yugoslav Republic of Macedonia,2025,98.1900,97.1800,90.6000,7.6000
Timor-Leste,1950,2.1500,1.8900,0.8600,0.1000
Timor-Leste,1955,2.0500,1.7600,0.8400,0.1500
Timor-Leste,1960,2.5800,2.1600,1.0900,0.1900
Timor-Leste,1965,2.7800,2.3100,1.2300,0.2200
Timor-Leste,1970,4.3300,3.4000,1.9300,0.3700
Timor-Leste,1975,10.9500,7.9000,4.7600,1.0500
Timor-Leste,1980,16.3800,12.0400,7.6300,1.5900
Timor-Leste,1985,26.5900,20.3600,13.4200,2.6600
Timor-Leste,1990,38.5500,32.8400,21.2600,3.4300
Timor-Leste,1995,50.3000,42.1400,27.0900,5.1000
Timor-Leste,2000,53.4500,45.8700,32.8600,6.6800
Timor-Leste,2005,61.0700,54.0100,40.8200,8.5600
Timor-Leste,2010,69.7300,62.5800,49.1600,10.5800
Timor-Leste,2015,74.4600,68.7900,56.4500,13.8600
Timor-Leste,2020,79.2900,74.8400,63.5600,15.0000
Timor-Leste,2025,83.2700,79.8100,69.5200,17.2600
Togo,1950,4.3700,1.1000,0.4200,0.1100
Togo,1955,6.4200,1.8300,0.7400,0.2100
Togo,1960,12.3800,4.8200,2.4200,0.8000
Togo,1965,15.1200,5.7500,2.8400,0.9700
Togo,1970,19.3400,7.7200,3.6800,1.3100
Togo,1975,27.1300,12.1600,5.6600,1.6500
Togo,1980,35.9000,16.8900,7.9300,1.3700
Togo,1985,40.0500,17.2100,8.3600,1.7500
Togo,1990,40.6800,15.5200,7.7200,1.7900
Togo,1995,40.9200,16.5900,8.1700,1.5900
Togo,2000,44.6100,19.2100,9.8700,2.1300
Togo,2005,53.0800,24.1900,13.3500,2.9300
Togo,2010,61.7700,29.2700,18.6600,7.3000
Togo,2015,68.2500,35.5200,22.2700,4.5600
Togo,2020,71.7600,40.5300,26.2200,5.1200
Togo,2025,77.5000,47.5600,31.6600,6.6500
Tonga,1950,90.4300,29.1000,3.4300,1.3800
Tonga,1955,92.0900,33.1000,4.7500,2.1000
Tonga,1960,93.8500,38.9500,7.3200,3.5900
Tonga,1965,95.2200,44.3100,9.7200,5.1000
Tonga,1970,95.8600,49.5400,12.2900,6.7000
Tonga,1975,96.6500,56.3600,16.1300,8.5800
Tonga,1980,97.1100,62.1300,19.0100,9.3500
Tonga,1985,97.6700,67.5200,20.9400,9.5300
Tonga,1990,98.4700,83.7200,22.3400,9.0600
Tonga,1995,98.8000,88.5300,23.8700,9.4600
Tonga,2000,99.0900,90.8900,29.0300,11.0800
Tonga,2005,99.1000,91.2900,36.2700,14.0500
Tonga,2010,99.0300,93.4400,39.3600,13.6900
Tonga,2015,99.5300,95.3000,46.0500,15.4800
Tonga,2020,99.7300,96.5200,52.2700,17.6800
Tonga,2025,99.5500,96.9600,57.8500,19.2500
Trinidad and Tobago,1950,53.5200,16.0600,7.7000,5.1800
Trinidad and Tobago,1955,61.1200,21.7800,10.9000,7.1500
Trinidad and Tobago,1960,68.4900,28.6900,15.3900,9.8500
Trinidad and Tobago,1965,74.3400,35.5300,19.3500,12.0200
Trinidad and Tobago,1970,79.4000,43.2300,23.7900,14.2400
Trinidad and Tobago,1975,84.2800,49.4900,29.1400,16.6000
Trinidad and Tobago,1980,86.5500,53.1700,32.8300,17.6800
Trinidad and Tobago,1985,90.6200,63.4000,39.0300,17.5800
Trinidad and Tobago,1990,94.3500,75.8400,48.3500,19.9400
Trinidad and Tobago,1995,96.6000,83.6500,54.8900,23.8600
Trinidad and Tobago,2000,97.4500,85.8400,58.4900,26.8300
Trinidad and Tobago,2005,98.2600,92.2600,66.8500,30.9900
Trinidad and Tobago,2010,98.8500,93.6000,71.1700,34.5500
Trinidad and Tobago,2015,98.9500,97.4700,77.5900,37.6400
Trinidad and Tobago,2020,99.7800,98.7300,82.7600,39.1900
Trinidad and Tobago,2025,99.6800,98.8100,85.9100,41.2000
Tunisia,1950,1.4100,0.3800,0.0800,0.0200
Tunisia,1955,7.0100,2.3900,0.6800,0.1800
Tunisia,1960,11.3700,3.9900,1.0600,0.3200
Tunisia,1965,21.0400,8.1800,2.5200,0.7400
Tunisia,1970,37.0300,16.3500,6.1700,1.4900
Tunisia,1975,55.1300,24.6000,9.5900,2.1000
Tunisia,1980,67.0200,26.1300,10.0400,2.3000
Tunisia,1985,72.5700,30.0700,11.6300,2.5800
Tunisia,1990,76.3600,38.0900,15.5000,3.4300
Tunisia,1995,83.9300,44.2200,20.1500,4.7900
Tunisia,2000,89.7300,52.0700,24.6200,7.2400
Tunisia,2005,93.7200,73.0400,36.3500,11.0400
Tunisia,2010,95.9200,91.3200,43.2000,13.6000
Tunisia,2015,97.7200,93.7000,50.6600,16.9700
Tunisia,2020,98.5400,96.5500,57.7900,19.0300
Tunisia,2025,99.0100,97.9800,63.1400,21.1300
Turkey,1950,32.3100,3.7800,1.9400,0.4400
Turkey,1955,43.5100,6.6900,3.5200,0.8800
Turkey,1960,54.9700,11.0800,5.9100,1.5700
Turkey,1965,63.7200,16.4800,8.9000,2.6100
Turkey,1970,72.5400,22.0300,11.8100,3.5800
Turkey,1975,81.2700,29.4400,15.6400,4.4400
Turkey,1980,88.0300,38.8600,19.9100,4.9400
Turkey,1985,92.1600,49.6200,23.3000,5.4200
Turkey,1990,94.6900,59.0700,27.2900,7.1400
Turkey,1995,95.8300,64.3800,32.0600,8.7000
Turkey,2000,96.1300,68.6100,38.8200,10.7700
Turkey,2005,95.2400,74.2400,44.0600,13.8700
Turkey,2010,94.5300,90.8200,55.8400,17.8800
Turkey,2015,93.3000,92.7500,58.7500,18.9500
Turkey,2020,96.3400,95.9000,64.2300,20.9100
Turkey,2025,96.4800,96.2500,67.4500,22.3300
Turkmenistan,1950,87.3900,62.3000,29.3100,1.8300
Turkmenistan,1955,89.9400,67.8600,34.5300,2.2500
Turkmenistan,1960,95.1800,82.2400,52.3100,3.6300
Turkmenistan,1965,97.6600,89.7400,63.7100,4.2400
Turkmenistan,1970,98.8200,95.2300,76.6600,5.4500
Turkmenistan,1975,99.1800,97.0100,81.6400,4.6400
Turkmenistan,1980,99.4000,98.0500,86.2800,4.0500
Turkmenistan,1985,99.5400,98.5900,89.4400,3.8000
Turkmenistan,1990,99.6800,99.2400,91.3500,3.9900
Turkmenistan,1995,99.6500,98.8700,91.5800,4.1100
Turkmenistan,2000,99.5000,99.2400,92.9900,4.3000
Turkmenistan,2005,99.7600,99.6700,94.2100,4.4700
Turkmenistan,2010,99.8800,99.8500,95.0000,4.6300
Turkmenistan,2015,99.9500,99.9400,95.5500,5.0600
Turkmenistan,2020,99.9800,99.9700,95.9500,4.9500
Turkmenistan,2025,99.9500,99.9300,96.0700,5.1900
Uganda,1950,9.1100,3.5600,1.0400,0.4500
Uganda,1955,11.6100,2.8600,1.7700,0.8400
Uganda,1960,14.6600,3.8700,2.2700,1.0700
Uganda,1965,18.2800,4.9400,2.6900,1.2600
Uganda,1970,22.8200,6.9600,3.5500,1.6500
Uganda,1975,26.9300,9.1300,4.3700,2.0100
Uganda,1980,30.5600,11.3900,5.5800,2.5500
Uganda,1985,32.8600,12.6300,6.1000,2.7300
Uganda,1990,35.7800,14.5200,7.0300,3.1400
Uganda,1995,38.5400,15.7300,7.7000,3.4200
Uganda,2000,43.5800,19.5900,9.9300,4.4200
Uganda,2005,49.4400,23.8300,12.5300,5.3400
Uganda,2010,57.7600,31.0200,19.2200,12.2100
Uganda,2015,59.3900,32.6100,18.2700,6.7000
Uganda,2020,66.2400,42.2100,27.3600,14.7600
Uganda,2025,71.6000,48.7900,32.1700,17.3500
Ukraine,1950,77.8400,26.6100,15.3800,2.2300
Ukraine,1955,92.0700,44.4400,27.6800,3.7700
Ukraine,1960,97.2100,72.2100,48.9300,6.0900
Ukraine,1965,99.0800,88.5500,63.5200,7.3800
Ukraine,1970,99.6000,96.8200,76.3200,8.6300
Ukraine,1975,99.7300,98.9900,80.8000,8.8500
Ukraine,1980,99.7500,99.4700,83.6200,9.0100
Ukraine,1985,99.7300,99.5900,84.1200,9.1300
Ukraine,1990,99.7300,99.6100,83.6500,8.9300
Ukraine,1995,99.8000,99.7300,86.0400,9.6900
Ukraine,2000,99.6600,99.3900,87.6300,18.4800
Ukraine,2005,99.6000,99.5100,87.7400,11.0600
Ukraine,2010,99.8500,99.8200,89.2500,11.8200
Ukraine,2015,99.9400,99.9300,89.9300,13.7200
Ukraine,2020,99.9800,99.9700,90.2400,13.3800
Ukraine,2025,99.8600,99.7500,89.7600,14.1800
United Arab Emirates,1950,18.1000,14.1900,10.2100,1.9900
United Arab Emirates,1955,20.8800,16.6200,12.8700,3.3900
United Arab Emirates,1960,35.5200,29.4200,23.2700,7.0100
United Arab Emirates,1965,54.9100,48.0400,40.1200,13.0800
United Arab Emirates,1970,67.8800,59.0800,48.3500,15.1400
United Arab Emirates,1975,71.4000,61.5800,48.7500,14.2200
United Arab Emirates,1980,72.9200,61.9700,46.9500,12.4900
United Arab Emirates,1985,74.2700,63.3400,47.8500,12.2600
United Arab Emirates,1990,75.9800,64.3500,47.3100,11.4600
United Arab Emirates,1995,77.1800,65.2300,47.2700,10.6600
United Arab Emirates,2000,83.9700,72.7900,54.2400,12.1400
United Arab Emirates,2005,81.7200,70.8500,54.0100,12.2800
United Arab Emirates,2010,96.1000,86.4000,66.9400,14.5800
United Arab Emirates,2015,95.1400,87.7700,70.5700,15.8400
United Arab Emirates,2020,96.7700,90.8800,74.3900,15.7800
United Arab Emirates,2025,94.4400,88.3200,75.1900,18.6700
United Kingdom of Great Britain and Northern Ireland,1950,99.9200,99.2000,26.1300,6.5900
United Kingdom of Great Britain and Northern Ireland,1955,99.9200,99.2600,31.5800,7.9800
United Kingdom of Great Britain and Northern Ireland,1960,99.9300,99.3100,35.6100,9.2200
United Kingdom of Great Britain and Northern Ireland,1965,99.9400,99.3800,41.8200,10.8800
United Kingdom of Great Britain and Northern Ireland,1970,99.9500,99.4800,49.6400,13.0800
United Kingdom of Great Britain and Northern Ireland,1975,99.9600,99.5600,56.7600,15.2800
United Kingdom of Great Britain and Northern Ireland,1980,99.9600,99.6000,60.3200,16.0400
United Kingdom of Great Britain and Northern Ireland,1985,99.9600,99.6200,62.2800,16.6500
United Kingdom of Great Britain and Northern Ireland,1990,99.9600,99.6400,64.0800,17.5100
United Kingdom of Great Britain and Northern Ireland,1995,99.9700,99.7100,69.4000,20.8500
United Kingdom of Great Britain and Northern Ireland,2000,99.9800,99.7700,74.2000,23.4600
United Kingdom of Great Britain and Northern Ireland,2005,99.9800,99.9000,76.7300,24.8200
United Kingdom of Great Britain and Northern Ireland,2010,99.9700,99.7600,79.0500,31.8500
United Kingdom of Great Britain and Northern Ireland,2015,99.9700,99.9600,80.8600,28.2700
United Kingdom of Great Britain and Northern Ireland,2020,128.8400,128.8300,112.4300,57.7000
United Kingdom of Great Britain and Northern Ireland,2025,130.5500,130.5200,116.3700,61.3100
United Republic of Tanzania,1950,7.6700,1.3900,0.2900,0.1100
United Republic of Tanzania,1955,9.5100,1.7500,0.3200,0.1500
United Republic of Tanzania,1960,12.3800,2.1400,0.4000,0.1900
United Republic of Tanzania,1965,17.3400,3.3900,0.7000,0.3400
United Republic of Tanzania,1970,24.8200,5.2300,1.1700,0.5600
United Republic of Tanzania,1975,34.9700,7.7900,1.7600,0.8100
United Republic of Tanzania,1980,46.9600,8.9600,1.8400,0.8000
United Republic of Tanzania,1985,58.4100,9.0900,2.0900,1.0500
United Republic of Tanzania,1990,66.5300,9.7200,2.4500,1.3200
United Republic of Tanzania,1995,71.6500,10.7500,2.5600,1.3900
United Republic of Tanzania,2000,73.0400,12.2000,3.0400,1.7500
United Republic of Tanzania,2005,74.7700,16.9800,4.6200,2.5100
United Republic of Tanzania,2010,74.5400,24.1600,9.2100,5.5400
United Republic of Tanzania,2015,76.6700,29.6400,9.5100,4.0200
United Republic of Tanzania,2020,78.9900,36.4700,12.3900,5.4500
United Republic of Tanzania,2025,80.4600,43.1300,15.4600,6.3600
United States Virgin Islands,2020,96.7000,82.2400,72.0300,21.1600
United States Virgin Islands,2025,95.9800,83.8600,73.5900,21.7300
United States of America,1950,94.4900,82.0700,63.5900,5.9100
United States of America,1955,94.0200,85.8200,70.3700,8.6500
United States of America,1960,95.0500,89.1900,74.8800,10.3500
United States of America,1965,96.3300,92.0000,79.1100,12.6200
United States of America,1970,97.0900,93.8400,82.6800,15.2300
United States of America,1975,97.3900,94.6200,83.8400,15.8000
United States of America,1980,97.6700,94.9900,83.6900,15.2700
United States of America,1985,97.8900,95.1300,83.5600,15.6000
United States of America,1990,98.0400,95.1000,83.5700,16.6400
United States of America,1995,98.1600,94.9500,83.0900,17.3300
United States of America,2000,98.3300,95.2200,82.9100,17.5400
United States of America,2005,99.0200,96.4800,85.1100,18.7000
United States of America,2010,99.0800,96.9800,86.6100,19.6800
United States of America,2015,99.6600,97.9900,88.1700,22.0700
United States of America,2020,121.5500,120.2300,110.9400,43.8200
United States of America,2025,122.7000,121.6000,112.5400,46.3000
Uruguay,1950,45.2800,15.7100,5.8300,0.3900
Uruguay,1955,55.2800,21.9100,8.7700,0.6200
Uruguay,1960,64.7800,28.8600,12.3600,0.9000
Uruguay,1965,73.1800,36.1300,15.5400,1.1500
Uruguay,1970,79.6400,42.5400,19.6700,1.5100
Uruguay,1975,85.7500,50.6200,23.6000,1.6900
Uruguay,1980,90.4700,55.8300,25.5600,1.8800
Uruguay,1985,93.0100,56.3100,26.0600,2.0500
Uruguay,1990,94.7300,60.1100,27.7200,2.1000
Uruguay,1995,96.0500,64.9400,27.9900,2.0600
Uruguay,2000,96.6200,64.5100,29.2000,2.2100
Uruguay,2005,97.1800,67.3500,32.2000,2.3300
Uruguay,2010,97.7500,70.4800,37.8800,3.9400
Uruguay,2015,97.9900,72.4800,38.1600,2.5100
Uruguay,2020,101.3700,78.6300,45.3400,5.5600
Uruguay,2025,101.6400,81.6400,49.7400,6.1600
Uzbekistan,2020,99.6400,99.0400,90.8900,18.9300
Uzbekistan,2025,99.5800,98.9900,91.9700,19.6700
Vanuatu,1950,9.7000,3.7300,1.5700,0.4600
Vanuatu,1955,14.3700,5.7600,2.5400,0.7000
Vanuatu,1960,20.6600,8.5700,3.9200,0.9900
Vanuatu,1965,28.4100,12.0400,5.5800,1.3000
Vanuatu,1970,37.3500,16.2600,7.6400,1.5500
Vanuatu,1975,46.1600,20.4600,9.6400,1.7900
Vanuatu,1980,53.1500,22.3600,10.5400,1.9100
Vanuatu,1985,58.7600,25.3000,11.7400,2.1200
Vanuatu,1990,63.0000,28.5600,13.0800,2.2100
Vanuatu,1995,66.1600,31.8600,14.2300,2.1200
Vanuatu,2000,66.8700,36.1800,17.0600,2.4000
Vanuatu,2005,69.5800,39.6600,18.9000,3.4100
Vanuatu,2010,69.2400,42.3700,21.1100,2.5500
Vanuatu,2015,68.3000,48.1000,26.1100,2.9100
Vanuatu,2020,70.6000,55.6400,32.6800,3.6800
Vanuatu,2025,73.0300,62.1300,39.0600,4.3100
Venezuela (Bolivarian Republic of),1950,44.0600,17.2300,12.3400,4.5000
Venezuela (Bolivarian Republic of),1955,48.8600,21.2200,14.9100,5.1600
Venezuela (Bolivarian Republic of),1960,55.9000,27.5700,19.0400,7.1300
Venezuela (Bolivarian Republic of),1965,63.6400,35.8200,24.2900,9.6600
Venezuela (Bolivarian Republic of),1970,71.5500,43.8300,29.2400,11.5900
Venezuela (Bolivarian Republic of),1975,77.3300,51.3600,34.1800,13.9200
Venezuela (Bolivarian Republic of),1980,81.1300,57.7300,37.9100,15.4200
Venezuela (Bolivarian Republic of),1985,84.4700,63.7700,41.4300,16.7100
Venezuela (Bolivarian Republic of),1990,86.9900,69.5600,45.1800,18.1100
Venezuela (Bolivarian Republic of),1995,88.3100,73.4100,48.4400,19.6700
Venezuela (Bolivarian Republic of),2000,89.9400,77.2600,52.1900,22.1600
Venezuela (Bolivarian Republic of),2005,91.1600,81.3300,57.4600,25.1900
Venezuela (Bolivarian Republic of),2010,92.9600,85.1700,63.1000,31.3500
Venezuela (Bolivarian Republic of),2015,93.0800,87.3500,66.4900,32.0100
Venezuela (Bolivarian Republic of),2020,93.6600,89.4100,70.9900,33.6300
Venezuela (Bolivarian Republic of),2025,94.3200,91.1400,74.9300,36.0200
Viet Nam,1950,28.8400,9.2900,2.7900,0.8900
Viet Nam,1955,36.2900,13.5600,3.8900,1.2800
Viet Nam,1960,45.3900,20.0400,6.1400,2.0500
Viet Nam,1965,56.7800,29.2900,8.9900,2.8200
Viet Nam,1970,67.5700,39.1400,10.9400,3.2100
Viet Nam,1975,73.7700,45.9500,12.3500,3.3500
Viet Nam,1980,78.8300,50.8200,12.9400,3.0800
Viet Nam,1985,81.6600,52.5000,14.0100,2.9200
Viet Nam,1990,81.7700,50.9900,14.8100,2.5700
Viet Nam,1995,82.3500,49.4300,15.7400,3.4600
Viet Nam,2000,86.4500,58.8400,22.0400,4.9900
Viet Nam,2005,86.5200,58.2800,28.5100,12.3400
Viet Nam,2010,91.1400,71.3900,34.8300,8.9300
Viet Nam,2015,94.1200,80.7900,44.1800,11.0300
Viet Nam,2020,108.3100,99.2200,64.6800,25.1800
Viet Nam,2025,111.4800,105.1600,73.4400,29.2600
Western Africa,1950,8.8200,3.7900,1.7200,0.3700
Western Africa,1955,11.1800,5.1600,2.4400,0.5500
Western Africa,1960,13.8200,7.1300,3.6300,0.9100
Western Africa,1965,17.2900,8.6600,4.4600,1.0600
Western Africa,1970,21.3300,11.2900,5.8700,1.2700
Western Africa,1975,27.2100,15.1800,7.8600,1.7800
Western Africa,1980,33.5700,20.1500,10.8800,2.5200
Western Africa,1985,39.1400,24.9300,14.0200,2.9100
Western Africa,1990,42.8700,27.5000,15.7500,2.8800
Western Africa,1995,45.8800,30.0000,18.0700,3.0600
Western Africa,2000,48.7400,33.7900,21.2400,3.5300
Western Africa,2005,52.2600,38.1000,24.3500,4.0700
Western Africa,2010,55.5200,42.7400,30.3200,8.2400
Western Africa,2015,59.1100,46.2900,30.1800,5.0500
Western Africa,2020,61.9400,49.9000,32.6300,5.4400
Western Africa,2025,65.6900,54.4900,36.0200,6.0400
Western Asia,1950,35.5000,17.0900,12.0900,1.9400
Western Asia,1955,41.3200,20.3600,14.5200,2.5300
Western Asia,1960,49.2600,26.1500,19.0200,3.5400
Western Asia,1965,52.3100,26.8000,18.8500,4.2600
Western Asia,1970,60.0200,32.8200,22.8900,5.5100
Western Asia,1975,67.6500,40.1700,28.1500,6.4600
Western Asia,1980,73.0900,47.3900,32.6700,7.0600
Western Asia,1985,76.2700,52.4900,34.2400,7.2800
Western Asia,1990,77.8400,55.6200,34.5700,7.6600
Western Asia,1995,78.3600,57.5100,36.2200,8.2000
Western Asia,2000,78.6600,58.7700,39.0400,9.4500
Western Asia,2005,79.4600,63.1900,43.7400,11.6600
Western Asia,2010,80.0300,70.0000,50.4000,12.5500
Western Asia,2015,82.3900,75.0900,55.8500,13.6400
Western Asia,2020,86.4200,79.4800,60.7100,14.1500
Western Asia,2025,86.8200,80.7200,63.1400,14.9300
Western Europe,1950,97.6800,69.2300,33.4700,3.3700
Western Europe,1955,97.8700,71.9500,40.5100,4.2900
Western Europe,1960,98.2400,79.1600,50.3500,5.6100
Western Europe,1965,98.5500,83.1300,58.2500,7.5800
Western Europe,1970,98.5500,82.9300,60.5600,9.1100
Western Europe,1975,98.8400,86.5400,65.2000,10.2900
Western Europe,1980,98.9900,89.7100,68.6800,11.3600
Western Europe,1985,99.1500,92.2700,71.6100,12.3500
Western Europe,1990,99.3100,93.5900,74.6100,14.0500
Western Europe,1995,99.3400,93.8600,76.1800,16.8400
Western Europe,2000,99.4400,94.8800,77.7500,18.9200
Western Europe,2005,99.5800,95.9100,79.4200,20.2500
Western Europe,2010,99.6800,96.1700,85.5400,35.9700
Western Europe,2015,99.7900,97.1000,81.7000,23.8100
Western Europe,2020,99.8100,97.4900,83.5800,23.9800
Western Europe,2025,99.5900,97.3100,84.9800,26.2400
Western Sahara,2020,48.0200,33.1700,12.7300,3.4500
Western Sahara,2025,55.5800,41.2900,18.2400,5.0200
World,1950,47.9500,28.8900,15.1400,2.1000
World,1955,51.6400,29.7500,16.2900,2.6600
World,1960,56.8900,35.4300,20.9000,3.6400
World,1965,60.3300,39.5500,24.1700,4.4400
World,1970,65.0500,44.6600,28.0700,5.4100
World,1975,69.0200,49.4700,30.6200,6.0600
World,1980,71.9900,54.9400,34.6200,6.8100
World,1985,74.9400,59.1200,35.9500,7.5200
World,1990,77.0700,61.2500,35.1900,7.9500
World,1995,78.1600,63.5100,37.3600,9.0300
World,2000,78.4500,65.0300,40.9400,10.5600
World,2005,80.9500,68.5300,45.4300,12.8400
World,2010,83.1400,71.6700,49.4300,16.3000
World,2015,84.4700,74.2000,53.8600,18.3800
World,2020,85.8000,76.4500,58.2300,18.5400
World,2025,86.9800,78.7000,61.7800,20.3400
Yemen,1950,0.0300,0.0000,0.0000,0.0000
Yemen,1955,0.0700,0.0000,0.0000,0.0000
Yemen,1960,0.1600,0.0000,0.0000,0.0000
Yemen,1965,0.3600,0.0300,0.0300,0.0000
Yemen,1970,0.8000,0.2200,0.2100,0.0000
Yemen,1975,1.1500,0.4000,0.3900,0.0000
Yemen,1980,2.4100,1.5000,1.4500,0.0000
Yemen,1985,4.6900,3.6400,3.5200,0.0000
Yemen,1990,8.6900,7.7300,7.4400,0.0000
Yemen,1995,15.5100,14.8400,14.2700,0.0000
Yemen,2000,20.1400,19.6000,18.7900,0.0000
Yemen,2005,27.6300,27.2700,25.9600,0.0000
Yemen,2010,32.1800,31.1400,31.1100,0.0300
Yemen,2015,49.3700,49.1500,45.9600,0.0000
Yemen,2020,72.3000,68.3600,63.3000,0.0000
Yemen,2025,76.9300,74.0000,68.1300,0.0200
Zambia,1950,33.1700,22.6200,12.1900,4.3800
Zambia,1955,36.3600,24.5200,13.0400,4.6400
Zambia,1960,40.0300,26.6400,13.8900,4.8700
Zambia,1965,43.6900,28.5900,14.5300,5.0000
Zambia,1970,47.3700,30.3600,14.9200,5.0100
Zambia,1975,49.9800,31.4000,14.8300,4.8300
Zambia,1980,55.2800,33.5400,14.9900,4.7500
Zambia,1985,58.2500,35.0000,14.9200,4.4500
Zambia,1990,60.4300,37.1600,15.6400,4.5100
Zambia,1995,61.8600,39.3100,16.4600,4.5300
Zambia,2000,63.3500,41.3500,18.1500,4.7300
Zambia,2005,64.1200,43.1500,19.9700,5.0200
Zambia,2010,68.1800,46.2000,22.5200,5.3500
Zambia,2015,64.2300,45.8000,23.4500,5.1800
Zambia,2020,67.6900,50.3400,26.9800,6.1300
Zambia,2025,69.8200,54.0600,30.2700,6.5900
Zimbabwe,1950,19.9000,14.0000,7.6100,0.8900
Zimbabwe,1955,25.4000,17.7600,9.8300,1.1900
Zimbabwe,1960,31.5300,21.8100,12.2600,1.5400
Zimbabwe,1965,37.9600,25.8900,14.7600,1.9200
Zimbabwe,1970,44.8700,30.0300,17.4700,2.3500
Zimbabwe,1975,50.8900,33.4500,19.7200,2.7100
Zimbabwe,1980,57.3100,36.8800,22.7900,3.2800
Zimbabwe,1985,70.9500,53.7100,39.2600,5.2700
Zimbabwe,1990,82.4700,68.7500,54.0700,5.7400
Zimbabwe,1995,86.5200,70.6400,55.0200,4.7100
Zimbabwe,2000,88.3500,72.0700,57.9100,4.2000
Zimbabwe,2005,87.5600,71.9500,58.9300,4.3300
Zimbabwe,2010,88.8500,73.8700,68.8400,5.5100
Zimbabwe,2015,85.3800,71.1800,60.2600,4.9200
Zimbabwe,2020,84.6500,72.0800,62.4800,4.9500
